start_year	end_year	File	Text
1663	1663	nyp.33433082429972-seq_0768.txt	En                                             Original from                   7 \n Digitized by Google                          NEW YORK PUBLIC LIBRARY \n 
1663	1663	nyp.33433082429972-seq_0026.txt	18                         59 JANUARIUS. \n  \n Des avonds, nae ’t gebed, is goetgevonden het jacht, Arnemuyden, en de fluyt, \n Buyenskercke, voor de laatste besending deses saisons naar Amboina te senden met \n het geene op den eysch van daer noch comt te ontbreken. \n  \n 25 d’. ontfangen een briefken van Bantam, door den resident, Okkersz, \n aldaer in date den 20eP deser loopende maend aen haer Ed geschreven, houdende \n advertentie, dat de Sulthan wederom met omtrent 50 tingangs in zee gegaen was \n om hem omtrent Pontang en Tanara wat te verlustigen. Daer syn eenige vaertuygen \n met peper van Lampon tot Bantam gekomen ende heefl de resident 500 baaren \n daervan. besproken, versoeckende daertoe scheeps ruymte en geld. Het Engels jachtie, \n Souratta, is eyndelyck door de Chineese timmerluyden bequaem gemaeckt om op \n de reede van Bantam gebracht te worden, zullende, nae 'tseggen van de vrunden, \n nae Cambodja gaen. \n  \n Aen de factoor van wylen Mondas Naen, in Siam geresideert hebbende ende \n nu onlangs, nevens ’t opperhooft, Jan van Ryck, van daer gekomen, is ter vergadering \n van haar Ed toegestaen syn vertreck nae Siam, met beloofte, dat in syn faveur, soo \n aen den Conink als aen onsen resident aldaer, sal werden geschreven, blyvende het \n gout, dat hy hier gebracht heeft, ondertusschen in des Comp bewaering, op afkorting \n van Mondaes Naens schuld; ende sal hem gedurende syn verblvyf alhier 6 r maendelyks \n tot zyn onderhoud werden toegeleyd. \n  \n 24 d. naedemiddagh komt het schip, ’t Raadhuys, van Bengale, zynde te \n vooren uyt het vaderland op de Indische kust en soo voorts over Ceylon in Bengale \n gekomen en alsnu geladen met: \n  \n 299 balen zyde voor Japan; \n  \n 567200  gerafineerde zalpeter ; \n - 10200 hennep; \n  \n 450 p armosynen, en \n  \n 72  florette garen tot een monster voor het vaderland, bedraegende \n met malcander f 155655: 10: 7, mitsgaders 5 packen zyde buyten facture, dewelcke \n ontbraeken aen de lading van de fluyt, het Hert. Ende ontfangen daer mede een \n missive, door den directeur, Mattheus van den Broecke, entle raed in ’t comptoir \n Ougly in date den 50 November lestleden aen haar Ed geschreven, meldende \n van geen bysondere veranderinge ’t sedert de laatste advysen van den 15" derselver \n maend. Alleen maeckt syn E. eenig verder gewag van de reliquien,. door het \n groot onweer aldaer gelaaten, waervan men in de voorgaende brieven heeft beginnen \n te spreken, namelyck van ’t jacht, Avenhoorn, en het Engels schip, James en Henry, \n deweleke beyde vergaen syn, sonder dat daer af ietwes gebercht is als alleen de \n menschen. De schipper van Avenhoorn, Claes Sieuwerts, en andere principaelste \n officieren hebben omtrent den koopman, Justus Six, die op dat pas in Bellesoor was, \n als oock omtrent de residenten in Pipeli geduerig voorgegeven, dat het schip soodanig \n was vergaen, dat daervan niets en conde werden gebercht en waer door sy vrouger, \n als wel anders geschied soude syn, nae Ougly gelargeert syn, synde een groote en \n onverantwordelyke  misslag, dat sy Bellesoor en de stranden van ’t gebleven schip \n hebben verlaaten, eer dat de ontstelde zee gestilt was en de gelegenheyd sich \n  \n as                         Original from \n Digitized by Google                           NEW YORK PUBLIC LIBRARY \n 
1663	1663	nyp.33433082429972-seq_0740.txt	730 \n  \n Gangapatham, 569. \n  \n Ganges, 21, 411, 423, 666, 669672. \n  \n Ganipoera, 669. \n  \n Ganson, 116. \n  \n Gape, 9, 248, 436, 534. \n  \n Gargam, 140. \n  \n Gassion (J.), 637. \n  \n Gedeba, 111. \n  \n Gedoeng, 578, 522. \n  \n Geel (C. L), 345, 533, 536. \n  (J.), 635. \n  \n Geertruids-eiland, 414. \n  \n Geestdorp (T.), 20, 671. \n  \n Gelderland (punt), 228. \n  \n Geldria (kasteel , 418, 549. \n  \n Gelria (punt), 521. \n  \n Gemas (fort), 240. \n  \n Gendikota, 3569. \n  \n George (kasteel S'.), 490. \n  \n Gerry (H.), 307, 632. \n  \n Gibbon (H.), 512, 542. \n  \n .Gindoere (rivier van), 352. \n  \n Girabad, 299. \n  \n Gita, 251. \n  \n Goa, 115, 116, 125, 125 127, 129, 170, \n 179, 180, 182-184, 188, 197, 198, \n 219, 307, 516318, 3529, 368, 595, \n 414, 456, 488, 492, 4935, 545-b47, \n 655, 565, 570, 577, 578, 681, 682, \n 693. \n  \n Godong, 696. \n  \n Godormo, 119, 120, 126, 184. \n  \n Godsken, 118. \n  \n Goealir, 305, 3506, 590. \n  \n Goeli-goeli, 271, 2753. \n  \n Goelsati (fort), 424. \n  \n Goenoeng-api, 255, 257, 260, 557. \n  \n Goens (R. van), 118, 119, 122, 125, 125, \n 126, 130, 151, 1359, 165, 177, 178, \n 180182, 184- 186, 188191, 195, \n 197, 218, 281, 3135, 518, 321, 322, \n 524, 3527, 529, 531-3535, 359, 560, \n 565, 574, 38135835, 3585, 387 589, \n  \n Digitized by Google \n  \n REGISTER VAN PERSONEN- EN PLAATS-NAMEN. \n  \n 407, 411, 413, 489491, 495, 549 \n 552, 566, 568572, 575, 577584, \n 591, 667, 675, 674, 678, 679. \n  \n Goens (R. van) junior, 580. \n  \n Goeree, 710. \n  \n Goes (A. van der), 351. \n  \n Goeserate, 105, 297. \n  \n Goeto, 537, 652. \n  \n Golkonda, 9, 112, 115, 117, 118, 148, \n 149, 169, 3510, 320, 367- 3570, 5712, \n 574, 419, 422, 448, 452455, 484, \n 485, 487, 488, 490, 492, 505, 504. \n 552566, 586, 589, 592595, 659. \n  \n Gombang, Gombing of Gombong. 152. \n 165, 220, 539, 377, 415, 596. \n  \n Gomez (F.), 122, 123. \n  \n Goram, 254, 272, 278, 479, 558, 585. \n 695. \n  \n Goranimers, 254, 262, 277, 278, 520. \n  \n Gorindas, 427, 669. \n  \n Gorsia, 299. \n  \n Gorsistan, 290. \n  \n Gosia Minos, 455. \n  \n Goutsoe (eiland), 716718. \n  \n Govertsz (G.), 264. \n  \n Goyer (P. de), 28, 29, 50, 64, 218, 456. \n 627, 688. \n  \n Graeff (C. de), 471. \n  (P. de), 5l. \n  \n ’s Gravenhage, 457, 468470. \n  \n Gribeek (A), 573. \n  \n Grimbergen (punt), 259, 407. \n  \n Grissee, 25, 66, 155, 165, 220, 222, 559, \n 540, 362, 578, 379, 415, 442, 457, 456, \n 460, 461, 465, 515, 522, 595. \n  \n Groen (J. G.), 225. \n  \n Groenesteyn (A. van), 457, 564. \n  \n Groenewegen (J. van), 8195, 155. 157, \n  \n 259, 349, 551, 553, 561, \n 447, 696, 697, 699 104. \n .      (S. van), 587. \n Groningen (punt), 81, 355, 456, 526. \n Gruys (J.), 9, 22, 226, 583. \n  \n Original from \n NEW YORK PUBLIC LIBRARY \n 
1663	1663	nyp.33433082429972-seq_0754.txt	744                REGISTER VAN PERSONEN- EN PLAATS-NAMEN. \n  \n 580, 584, 594, 666, 667, 669, 675  Poetchim (rivier), 71. \n  \n 680, 682, 709.                    Poetih (Nachoda), 37. \n Perzi (golf van), 567. Point de Gale, 1350, 131, 147, 150, 151, \n Petapoeli, 5053, 554.                186, 188, 197, 218, 281, 521, 328 \n Phareya (P.), 505.   3352, 560, 581, 585387, 412, 420, \n  \n Philippinas, 241.                      484, 552, 566, 582, 584, 672, 710. \n Piggen (J.), 544, 518, 519, 526, 529, 541. Pol (J. G. van der), 688. \n Pinglamong, 627, 629.        Polen, 59. \n Pinhero (A), 206.                   Ponda, 545. \n Pinho de Fonseca (M.), 12, 122.        Pondi, 488, 586. \n Pipeli, 18, 20, 21, 104, 105, 107, 108,  Ponepili, 448, 449, 566, 594. \n 140, 142, 565, 568, 411, 426, 429,  Pontang, 18, 555, 590. \n 665. 667670, 672, 675.          Poole (H.), 145. \n Piscadores, 255, 5356, 557, 554, 599602, ' Poolman (C.), 128, 226, 614, 616, 615, \n 611, 626.                      620, 715, 717. \n Pit (J.), 110.                        Poolvoet (E.), 174177, 215, 456, 655 \n  (L), 22, 104, 109, 112115, 117, 657, 710. \n 118, 146- 148, 150, 169, 204, 364 Poppe (V.), 555. \n 568, 575-575, 581, 586, 587, 414,  Porka, 119, 120, 126, 129, 178, 181 \n  \n 418423. 454, 442, 447 449, 486,   185186, 188, 189, 192, 195, 514. \n 489, BO1, 521, 560, 561, 591, 640.     525 521, 559, 411, 415, 568, 570, \n Pits (J. J.), 658.                 572, 575, 577, 682. \n Pittavin (A), 5. Porto Novo, 110, 115, 204, 211, 212, \n Plangei, 86, 87.  565, 574, 451, 452, 454, 489, 551, \n Platte Vorm (fort), 552.                 654, 656, 679. \n Plinlochin, 77.                    Portugal, 55, 59, 100, 1253, 129, 185, 184, \n Plockhhoy, 599.               219, 255-257, 507, 517, 529, 551, \n Poelesere, 110, 115.             ;  598, 517, 585, 595, 411, 423, 456, \n  \n Poeloe Ai. 255258, 260, 261, 276, 277,    459, 440, 448, 472, 488, 491, 502, \n 280, 481, 518, 521, 540, 557, 559. 546, 555 579, 641, 671, 681, 682, 695. \n  \n Aur, 600.                   Portugezen. 4, 26, 50, 33, 55, 59, 46, 57, \n  Laut, 415.                     58, 71, 72, 75, 94, 97, 98, 107, 115, \n  Pandjang. 5, 65.                117, 118, 120124, 126, 127, 129. \n  Rakit, 27.              170, 172, 178186, 189, 192, 197, \n  Rhoen, 255, 257, 260, 261, 265,   215, 215, 228, 229, 251, 252, 280. \n 459, 466470, 475, 509515, ' 288, 289, 507, 515, 517, 518, 522, \n 515517, 526, 527, 529552, 525, 525, 526, 328530, 545, 549, \n 542, 557, 559, 584, 665.     552, EL, 564, 572, 385, 595, 412, \n  Saoesoe, 250.                   415, 420, 422, 450, 455, 457, 459, 443, \n  Tiamon, 600.                  448, ir 492, 495497, 505, 505, \n  Tjinko, 705, 704.               506, 557, 545-545, 547, 555, 565. \n Poerbaia (Pangeran), 2, 155.           571, 572, 576, 577, 592, 595, 651, \n Poerba Negara (Pangeran), 145.      641, 642, 659, 669, 678, 681, 695. \n  \n Original from \n  \n Digitized by Google                          NEW YORK PUBLIC LIBRARY \n 
1663	1663	nyp.33433082429972-seq_0032.txt	24                     29 JANUARIUS. \n 3 van Cherebon met 9 man, 48 picol, 95 catti peper, 50 picols bruyne zuvker. \n  \n 200 groote hossen zuycker, 200 bossen ajuyn en loock, 600 oude calappus. \n 2 potten olye en 14 sacken kapock; \n  \n van Pamanoekan met 8 man, 5'f, lasten rvs, 50 hos pady ende 500 hossen suycker: \n van Jouanna met 6 man, 5 lasten rys, 1000 hassen suycker en 5 potten olv; \n van Damack met 10 man, 6 lasten rys, 5 lasten sout, 500 bossen pady en \n 500 gesouten eyeren; \n  \n van Boelang met 12 man, 10 picol harpuys, 500 dammers en 250 cadjangs: \n van Johor met 15 man, 5000 oude pinang en 700 cadjangs; \n  \n van Tamboeclang met 4 man, 60000 oude pinang en 1700 oude calappus: \n  \n van Timbula met 7 man, 2000 oude calappus en 25 potten oly; \n  \n van Bantam met 71 man, 105000 oude pinang, 4600 oude calappusen, 15500 pees \n pada, 4260 hossen rottang, 1050 potten kalek, 2000 pees Bantam, 700 gedroogde \n harders, 200 gesoute eyeren, 25 korven safferaen. 250 stux, soo hoenders als enden, \n 200 bossen pisang, 55 korven tabacq, 5900 potten en tresellen, 200 gorgeletten, \n 7500 pethee en meer andere cleynicheden ; \n  \n 1 van Craoan met 4 bocken en 9 koebeesten. \n  \n Samen 46 vaertuvgen, geladen met 19',, lasten rys, 5 lasten sout, 550 hossen \n pady, 494 picol, 41 catti peper, 41 potten oly, 9600 oude calappus, 288000 oude \n pinang, 1700 gesoute eyeren, 7000 gesoute kuyt, 1700 bossen zuyeker, 950 cadjangs, \n 4260 hos rottangs, 25 korven safraen, 1050 potten kalek, 200 bossen ajuyn en look, \n 50 piccols bruyne zuycker, 8 sacken en 55 korven taback, 14 sacken kapock, \n 10 picols arpuys, 500 dammers, 15500 pees pada, 2000 pees Bantam, 700 gedroochde \n harder, 9 .koeheesten, 4 hoeken, 250 hoenders en enden ende meer andere cleenicheeden. \n  \n Daerentegen syn weder nae de onder genoemde plaatsen vertrocken 55 \n vaertuygen, dewelke mede gevaert hebben de nae volgende coopmanschappen en \n waaren : \n nae Jouanna met 105 rd: aen kleeden; \n nae Blyton met 50 rd aen kleeden ;             - \n nae Banjermassing met 501 rd: kleeden en 145 rd aen grof Chinees porcelyn; \n nae Pamanoekan met 208',, rd: aen kleeden, 15 rd groff porcelyn ; \n nae Demaek met 82 rd aen kleeden ; \n nae Dermavo met 107 rd: aen kleeden; \n nae Lampon met 52 rds aen kleeden; \n nae Paty met 767 rd: aen kleeden; \n nae Japara met 184', rd aen kleeden, 12 rd out yser; \n nae Bima voeren uyt 895 rd aen kleeden; \n nae Amboina met 100 rd contant; \n nae Sjassem met 175', rd aen kleeden; \n nae Kaljanjer met 25 rds comptant; \n nae Timor met 155 rd aen kleeden, 22 rd aut yser; \n nae Rumbang met 182', rd aen kleeden, 100 rds aen gref, Chinees porceleyn, \n 41 aen Japans coper en 40 aen oud yser; \n  \n to mk 1D \n  \n tO om te PO MO \n  \n to \n  \n St so LO \n  \n bek PO mt \n  \n ot to \n  \n A EN EN er 5, \n  \n En                                             Original from \n Digitized by Google                           NEW YORK PUBLIC LIBRARY \n 
1663	1663	nyp.33433082429972-seq_0218.txt	210                     22 MAY. \n voor Zeylon : \n  \n 500 kisten koper: \n  \n 2036 halen terwe; \n 500 paar koussen ; \n 20 picol radix China \n 20 duysent tin... \n 100 p zyde stoffies. \n 10 catti naysyde. \n  \n op Malacca ingenomen. \n  \n voor Wingurla : \n  \n 600 kisten koper; \n 21 hbalien camfer; \n 5000  tin......... \n 10 picol radix China \n Bedragende het capitael voor Bengale: \n met Hoorn ................ eee f 214557:14: 8 \n  Loosduynen...................  452754:14: 2 \n  \n op Malacca ingenomen. \n  \n   a eee \n  \n f 667312: 8:10 \n voor Cormandel: \n met de Cabellau ................... f 346568:14: 6 \n  \n  ’sGravelande.................. 4035722: 8: 6 \n s 750091: 2:12 \n  \n met den Dolphyn.................... onee eene 167012: 9:11 \n En het cargasoen met de Vogelesang: \n  \n voor Persia ...............eve ne. f 97755:17:14 \n  Zeylon.......................  27158:14: 8 \n  Wingurla..................... 30511 : -: \n  \n  145405:12: 6 \n  \n Somma... f 1728819:15: 7 \n  \n Ende tekent de president by syn missive van den 1 December aen, dat \n  \n het voorsz. jacht, den Dolphyn, aen syn achtersteven en spiegel soo slecht gestelt \n  \n was, dat het wonder was, hoe het van Japan tot Malacca behouden aenquaem, \n doch was nu weder wat versien. \n  \n Met het jacht, de Cabellau, is nae Cormandel passagie verleent aen den \n  \n Engelsman, meester Fransoys Winter, die voorleden jaar door nood met syn schip, \n  \n St Joris, tot Malacca gekomen synde, ’t selve achter het Roode eyland gebracht hadde \n  \n En                                             Original from \n Digitized by Google                           NEW YORK PUBLIC LIBRARY \n 
1663	1663	nyp.33433082429972-seq_0542.txt	552                            12 NOVEMBER \n  \n hy hem nochtans met redenen hadde laaten geseggen. Men heeft deesc sterkte \n bevonden seer cierlyck en sterk gebouwt, de poorten en guardynen neder gesmeten, \n de mueren om verre geramt en alle huysen en cloosters in ’t casteel en in 't Mardykers \n quartier verbrand. De sterkte, don Pedro genaemt, staet op een rugg van 't gebergte \n en commandeert over Gammelamme, maer syn cap en de soldering van de cruydkeller \n syn verbrand en de borstweering is verbroken, doch men soude alles wel haast weer \n in defentie konnen brengen. De Koning van Tidore en toont geen misnoegen over \n en ter saake, dat de Comp in Gammelamme eenige besettinge heeft geleydt, dat \n wonder is. Hy heeft den commandeur genoodigt om de verlatene Spaense forteresse, \n Romy, te besien ende is den commandeur tot dien eynde met hem nae Tidoore \n gegaen en deselve in dese gestalte bevonden, gelyck in ’t voorsz. dagregister op 18 \n Juny aengeteekent staat, De toegangen tot dese forteresse syn seer steyl en steenachtig. \n De eerste sterkte, die men ontmoet, is genaemt de Platte Forme, de mueren van strand \n af tot boven toe strekken dry hoeks wyse; dese waeren noch in syn geheel gelaten \n met 5 huyskens, reduyts wyse. De bovenste sterkte, evgentlyk Romy genaemt, is ook \n noch in volle defensie met de huysingen daerop; alleen is de galderye rontom en de \n (rappen, daer door men opklimt, gebroken. Op de zeepunt leyt een yser stuck geschut; \n de packhuysen, kamers en het dack van binnen lagen voll adap en hout. De Spangiaerden \n hebben apparent voorgenomen gehadt op haar vertreck den brand daerin te steken, \n maer de Tidoreesen schynen haer te dicht op ’tlyff gekomen te syn. De Koning \n van Tidore heeft beyde dese sterkten met 40 soldaten by provisie besett, ’t welck \n alsoo gelaaten is. Heeft ook drie nieuwe hooftoflicieren gestelt in plaetse van de \n onthoofde goegoegoe ende capitain Laut, mitsgaders den afgesetten hoccum, maer \n daer en is geen meer trouwe van haer te verwachten als van de andere ende 5 \n sullen hem wellicht d'een of d'ander tyd mede van kant helpen, te meer, omdat \n men sustineert, dat de prins, Kitchil Doeke, nae dat de saeken in de Manilhas weder \n tot rust sullen syn gebracht, weder af sal komen, hetsy met Spaense macht ofte \n alleen, onder een ander schyn, op hoope van toevall te sullen krygen. Want den \n meesten hoop, schrvft de commandeur, is, om het vernielen der nagelen, meer Spaens \n gesint als Hollands ende als dan souden sy de sterkte, Romy, tot haer voornaemsle \n rendevous nemen, alsoo Romy de beste rheede heeft. Ende daerom meent syn E \n noodig te syn, dat men de sterkte demnolieerde ofte met een sergant en 4 of 5 soldaten \n van de onse, behalven des Konings volck, besett hield; ende waerop hy ordre versoekt. \n Proponeert ook de verkleening van ’tcasteel, Orange, tot vermindering der onkosten. \n 'twelk nu, met het verhuysen der Spangiaarden, gevoegelyk can geschieden, also \n namentlyk, dat, het groote bollwerk behouden en met een gracht omgraven synde, \n de andere drie punten geslecht of weerloos gemaekt en den ommeslag in het grool \n bollwerk ingetrocken wierde, leggende op de punt, Gilolo, alleen een redoutie om dil \n casteellie te beter te beschermen; ende versoekt hier op ook absolute ordre, mitsgaders, \n in cas van verkleyning, een ingenieur en vereyste ambachtslieden. \n  \n Tusschen de respective Koningen van de Moluccos en schynt somtyts de beste \n intelligentie niet te syn en daer reyst altemet een kleen verschilletie onder haer op. \n maer dat wordt weder door mediatie van den commandeur bygeleyd. De Koning \n  \n En                                             Original from \n Digitized by Google                          NEW YORK PUBLIC LIBRARY \n  \n 
1663	1663	nyp.33433082429972-seq_0224.txt	216                           23 EN 24 MAY. \n  \n Nae Japan word met dese fluvt vooraf gesonden een cargasaen ten belragen \n van f 61947:10:15, en geordonneert, dat, als de inlandse eysschen van koper volaen \n syn, als dan soo veel van dat minerael nae Batavia sal werden gesonden, als de \n schepen bequaemelyk sullen konnen laden, al was het ook tot 10 duysent cattvs boe. \n Mitsgaders voor het vaderland de naervolgende koopmanschappen: \n  \n 20 duysent  kampher; \n  \n 150 stux zyde rocken; \n  \n 60  verlackte eomptoiren; \n  \n 10 a 12    kisten ; \n  \n 10 12 duysent gulden incoops aen raer gemaekt silverwerk; \n 5 6 duysent stux porceleynen; \n  \n 100 duysent  cauris; \n ende werden de ministers gereprocheert over en ter saake, dat sy voorleden jaar \n hebben naegelaeten copere kasies nae Tonkin te senden. \n  \n eden syn de gesanten van den jongen pangoran van Jamby, die, nelfens den \n coopman, Evert Michielsz, vertrocken waeren, alhier met haere vaertuygen aengecomen. \n  \n 24 d’. voor de middag werden de voornoemde gesanten nae de gewoonlvke \n wyse door geeommitteerdens van boord gehaelt en onder de verwelkoming van \n eenige canonschooten voor syn Ed' gebraeht, mitsgaders haere credentialen geopent \n en gelesen; en syn deselve, nae voorgaende translatie, bevonden van inhoude, soo en \n gelyvek hier nae volgende van woorde te woorde staen geinsereerlt. \n  \n TRANSLAET MISSIVE van den pangoran Ratoe van Jamby aen TE \n heer Gouverneur Generacl, Joan Maetsuyker. \n  \n Een brief van oprechte vrindsechap en liefde comt van den pangoran \n Ratoe, die het Tand van Jamby regeert, aen den Gouverneur Generael, Joan \n Maetsuyker, nevens verscheyde complimenten, ete. Vorders, de brieff ende de \n schenekagie van den Gouverneur Generael, Joan Maetsuvker, svn aen den \n pangoran volkomentlvk behandigt ende de pangoran heeft deselve ontfangen \n met hehoorelvke eere, blydschap ende contentement. Voorders late den \n Gouverneur Generael, Joan Maetsuiker, weten aengaende den capitain, Everl \n Michielsz, dien de Gouverneur Generael, Joan Maetsuyker, gesonden heeft om \n lot Jamby te resideeren, als dat hy den pangoran seer aengenaem is geweest, \n dewelke hem ook met groote genegenthevt aengenomen heeft om te resideeren \n tot Jamby, om dat hy seer befuaem is van verstand tot alderhande gelegentbert. \n van oordeel en soo gelyek als een ieder van de groote heeren, die in dienst \n van de pangoran tot Jamby syn, alsoo mede is de capitain, Evert Michiels, \n by den pangoran, waerom de pangoran hem dan ook met den name van \n demang Settva Mengala hegiftigt heeft: ende dat uyt de oprechte goele \n genegenlheid, die de pangoran draegt tegens den Grouverneur Generael, Joa \n Maetsuyker, daerinne noyt verschil of verscheuringe is geweest of wesen sal \n tusschen den pangoran ende den Gouverneur Generael. Joan Maetsuvker, 0 \n  \n En                                            Original from \n Digitized by Google                         NEW YORK PUBLIC LIBRARY \n 
1663	1663	nyp.33433082429972-seq_0230.txt	993                       30 MAY. \n 220000 oude pinang, 206 potten oly, 11000 gesoute eyeren, 800 bos en 700 stux \n rotlang, 20 quitasollen, 1400 p pampos, 100 drooge dorados, 1000 steenbraessems, \n 15500 gesoute herders, 22500 p pada, 500 p stompneus, 100 p’ cabos, 500 buykiens \n van boggers, 5 potten gesoute kost, 6 korven taback, 25 p swavel, 6 picol groene \n gember, 1920 matiens, 150 korfiens lancen, 660 batcken, 1550 plancken, 50 bos \n hayre touwen, 55 picol sandelhout, 500 leege sacken, 1 last boontjens, 1 picol \n schildpads hoorn, 1 picols, 78 catti campher, 25 picol wasch, 2 kisten Chineese \n taback, 109750 bossen kneppel zuycker, 5900 bossen ajuyn ende look, 100 dammers, \n 4450 potten kalck, 50 rys mantiens, 200 stroomatten, 40 Javaense kleeden, 100 p' \n wangsana, 4650 aerde potten en tresellen, 200 gorgelets, 50 picol, 50 korven en \n 12550 bossen zuyker, 710 durioens, 51 slaven en slavinnen, 955 hoenders, 15 \n koebeesten, 1 hert en 117 bocken. \n Daertegen syn weder nae verscheyde plaatsen, hieronder genoemd, vertrocken \n  \n 82 inlandse vaertuygen en hebben uytgevoert de naevolgende coopmanschappen en \n waaren: \n 2 nae Toedoenang met 920 rd aen kleeden en 100 rd aen spyckers; \n nae Dermayo met 285', rd aen kleeden ; \n nae Cherebon met 491',, rd aen kleeden ; \n nae Japara met 1287 rds aen kleeden en 45 aen oud yser; \n nae Jouana met 141 rd aen kleeden; \n nae Johoor met 85 rd’ aen kleeden ; \n nae Priaman met 55 rd aen sout en 15 aen radix China; \n nae Siassem met 1005 rd aen kleeden:; \n nae Pamanoekan met 769 rd aen kleeden; \n nae Craoan met 256 rd aen kleeden ; \n nae Veramarang met 495 rds aen kleeden ende 15 rd' aen oud yser; \n nae Malacca met 1420 rd aen kleeden en 15 aen benjuin: \n nae Lombock met 50 rd: aen kleeden ; \n nae Sillebaer met 250 rd aen kleeden ; \n nae Bantam met 15 rd comptant; \n nae Borneo met 80 rd aen kleeden ; \n nae Grissick met 65 rd aen kleeden en 125 aen poetsiok ; \n nae Madura met 70 rd aen kleeden; \n nae Kalianjer met 84 rd: aen kleeden; \n nae Paccalongen met 105 rd aen kleeden ; \n nae Banjermassing met 542 rd aen kleeden; \n nae Surbaya met 75 rd aen kleeden ; \n nae Samarang met 56 rd' aen kleeden ; \n nae Lampon met 160 rd: aen kleeden ; \n nae Arosbaya met 885 rd: aen kleeden en 60 rd aen goutdraed. \n  \n Samen 82 vaertuygen, met 9527 rd aen kleeden, 1250 aen poetsiok, 100 aen \n spyckers, 60 aen goutdraed, 55 aen sout, 55 aen oud yser, 15 aen radix China, \n 15 aen benjuin en 15 rd aen comptant. \n  \n En \n  \n to en gk HO EK \n  \n to \n  \n jmanh \n  \n mb ed DO Oi Ul \n  \n Original from \n  \n Digitized by Google                          NEW YORK PUBLIC LIBRARY \n 
1663	1663	nyp.33433082429972-seq_0556.txt	546                         14 NOVEMBER. \n  \n den 16" Mey nae Portugael gesonden met 200 quintalen peper, wegende yder 128 \n Hollands, en 125 groote vaeten geraflineerde salpeter voor rekening van den Koniug. \n mitsgaders een goede partye rouwe diamenten, diverse packen kleeden ende wevnige \n wilde ofte Cochinse caneel, die ook in Canara gevonden wort, voor rekening van \n particuliere, waer van de lollen en de gerechtigheden 55400 cherefyns comt te bedragen, \n zynde daerop als capilain Moor overgegaen Bartholmeus de Vas Contelho : ende soude \n in ’tbegin van September noch een ander groot schip volgen met Don Pedro \n d'Alencastro, die sich tot de reyse vaerdig maekt. De tydinge, die de vicerey van \n Portugael over Spahan ontfing, en waeren ’teerste niel seer goet, maer daer nae, in \n de maend Jury, quaem de tydinge van de ratificatie van den vreede, tusschen Portugael \n en den staat onser landen aengegaen, waerover heel Goa seer verblyd was, 't welck \n geen wonder en is, dewvyl de vicerey met het voorsz. galloen aen den Conink \n hadde geschreven, dat, indien het geen vreede met Holland en wierd ofte dat svn \n May' geen suflisant secours en sond, dat als dan Goa met alle de plaatsen, die sv \n noch in besitt hadden, lichtelyek verlooren souden gaen. Het gouvernement van \n Mosambique, overmits Don Manuel Mascarenhas sich ongenegen toont aldaer langer \n te verblyven. is voorleden Junv aen de meestbiedende opgeveylt ende voor de somma \n van 58000 cherefyns aen Anthonio de Mello de Castro opgedragen. In ’tbegin van \n Mey is een patache derwaerts gegaen ende het patache van Don Manuel Labo nae \n Cambaya. Het gallot van Antonio Suaris is van Chindi geretoureert, alwaer het ap \n syne aengebrachte coopmanschappen 60 ten 100 soude gewonnen hebben. Sedert de \n jongste advysen syn van Bombhain, Bassyn ende Chaul in de voorsz maend May 77 \n fregats, met padie volladen, binnen Goa gecomen, als mede de caflila, met rys van \n Canara, de welcke met goede winst vertiert is. De twee gallots, door den vicerey met \n secours van Bombain nae Mombaca afgevaerdigt, zyn van daer beyde wedergekeerl, \n het eene in Goa en het ander in Bassyn ; de andere 5 fregats, uyl Goa ten selven eynde \n mede derwaerls gesonden, waeren aldaer behouden gearriveert, zynde den oorlog met \n de ingesetene tot een gewenste vreede gebracht. Iet galloen, St Jan, lag aldaer \n Veenemael ontramponeert ende was daeromme genootsaekt daer te blyven. Het voorsz. \n gallot, ’twelek van Mombara in Goa gearriveert is, gelyvck wy geseyt hebben, is \n geladen met eenige amber, weynig gout, tamelycke (yuantiteyt elephants tanden en \n wat schildpads hoorn, meest particulieren taebehoorende. Manuel Corte Reael, die den \n vicerey gequelst heeft, staat apparent met syn aenhangh ter doet gexecuteert le \n worden. De capitain Moor van Goa is gedeporteert en Ignatio Sermento, gewesen \n gouverneur van Cochin, in desselfs plaats gesuccedeert. De bisschop van de Carmeliten, \n nu jongst van Cochin gecomen, wordt gebruykt als mediator tusschen den vicerer \n ende de padres Cabidos, die met malcander over hoop leggen. De vicerey prepareert \n 40 oorlogs fresats, die jongst op stapel gesett syn, om, nae ’t verloop van den regen \n tyt, onder de casteelen te leggen, of het zaake waere, dat de Comp ietwes op Goa \n wilde attendeeren. De incomsten van de eylanden, Goa, Salset ende Bardees, bedragen. \n alle oncosten afgetrocken, jaerlyks 184295 cherefyns ende die van de geestelycke \n 157000 cherefyns. Wy sullen de specificatie daervan, gelykse in den brief staet, alhier \n tot speculatie meede ter needer stellen, zynde namentlyck: \n  \n En                                             Original from \n Digitized by Google                          NEW YORK PUBLIC LIBRARY \n 
